name,slug,mainCategory,city,address,lat,lng,phone,website,locationUrl,rating,numReviews,priceLevel,coverImageUrl,galleryUrls,source,sourcePlaceId,sourceTypes
BAR MARSEILLE,bar-marseille-casablanca-4bca311fc4,BAR,Casablanca,"33 Av. Lalla Yacout, Casablanca 20250, Morocco",33.5912554,-7.613718700000001,+212 6 25 55 45 65,,https://maps.google.com/?cid=9516451038246086993,4.2,16,,,[],google_places,ChIJhbcrvNzTpw0RUSkOicw5EYQ,"['bar', 'establishment', 'point_of_interest']"
Le 4 Lounge Bar,le-4-lounge-bar-casablanca-246638b658,BAR,Casablanca,"4, Rue du Soldat Maurice Benhammou, Casablanca 20370, Morocco",33.5908977,-7.6351848,+212 5 22 42 28 20,http://www.artpalacehotel.com/restaurant/41,https://maps.google.com/?cid=1630364250170811371,4.4,18,,,[],google_places,ChIJ73doV5jTpw0R62PtwaU3oBY,"['bar', 'establishment', 'point_of_interest']"
Le Bistrot Titan,le-bistrot-titan-casablanca-f398fe81d7,BAR,Casablanca,"20000، 33 Bd Hassan Seghir, Dar-el-Beida 20000, Morocco",33.5947588,-7.610346099999999,+212 6 77 53 60 70,,https://maps.google.com/?cid=16077680639666588455,4.1,459,1.0,,[],google_places,ChIJQaiovmLNpw0RJ4uAy1tlH98,"['bar', 'establishment', 'point_of_interest']"
Brasserie La Cigale,brasserie-la-cigale-casablanca-9bf9ea0206,BAR,Casablanca,"10, bd Brahim Roudani, Sidi Belyout 20000, Morocco",33.5889697,-7.626755199999999,+212 5 22 27 69 85,,https://maps.google.com/?cid=14876851717961037397,3.7,321,,,[],google_places,ChIJz24_sZbSpw0RVTY6CdExdc4,"['bar', 'establishment', 'point_of_interest']"
La Capsule by Calypso,la-capsule-by-calypso-casablanca-1c8cbd8ccf,NIGHTCLUB,Casablanca,"BD DE LA CORNICHE, ANGLE RUE DE LA MER JAUNE، Dar-el-Beida 20000, Morocco",33.593574,-7.6781291,+212 5 22 79 76 30,,https://maps.google.com/?cid=6105806132966811422,4.0,360,2.0,,[],google_places,ChIJQWu17nLTpw0RHmfj9lMuvFQ,"['bar', 'establishment', 'point_of_interest']"
Yellow CLUB,yellow-club-casablanca-40f2f23469,NIGHTCLUB,Casablanca,"25 Rue De La Mer Rouge, Casablanca, Morocco",33.5931933,-7.677339799999999,,,https://maps.google.com/?cid=14193921221127378716,3.5,572,3.0,,[],google_places,ChIJp1p-x3LTpw0RHBct4yXw-sQ,"['establishment', 'night_club', 'point_of_interest']"
Maison B,maison-b-casablanca-da467aa2c5,NIGHTCLUB,Casablanca,"5 Rue De La Mer Adriatique, Casablanca, Morocco",33.5957368,-7.670918799999999,+212 6 98 99 94 42,,https://maps.google.com/?cid=11300481397404405659,3.5,493,3.0,,[],google_places,ChIJaXM3nQ7Tpw0Rmw8zW_Vf05w,"['bar', 'establishment', 'night_club', 'point_of_interest']"
Havana Night Club - casablanca,havana-night-club-casablanca-casablanca-0150200c61,NIGHTCLUB,Casablanca,"Rue Mohyeddine Al Arabi, Casablanca 20180, Morocco",33.5952394,-7.676887799999999,+212 6 61 40 44 22,,https://maps.google.com/?cid=3486429239581668761,4.0,27,,,[],google_places,ChIJz3-yrrvTpw0RmfXM5-tIYjA,"['establishment', 'night_club', 'point_of_interest']"
VANITY POOL CLUB,vanity-pool-club-casablanca-e70b6dad9e,NIGHTCLUB,Casablanca,"Rue Mohyeddine Al Arabi, Casablanca, Morocco",33.5955477,-7.677365,+212 6 70 81 06 06,,https://maps.google.com/?cid=7654337246865254790,3.7,76,,,[],google_places,ChIJI3zkO3PTpw0Rhulx7iurOWo,"['establishment', 'night_club', 'point_of_interest']"
Manhattan Club,manhattan-club-casablanca-f5cdaa541b,NIGHTCLUB,Casablanca,"Rue De La Mer Noire, Casablanca 20000, Morocco",33.59393379999999,-7.676344400000001,+212 6 69 58 55 76,http://manhattancasablanca.com/,https://maps.google.com/?cid=6004673366365911004,3.2,148,,,[],google_places,ChIJ9R5sLQ3Tpw0R3Dd90pziVFM,"['establishment', 'food', 'night_club', 'point_of_interest', 'restaurant']"
Black House Disco,black-house-disco-casablanca-3581268b47,NIGHTCLUB,Casablanca,"Pl. des Nations Unies, Casablanca 20000, Morocco",33.5958638,-7.6192916,+212 5 22 43 12 34,https://www.hyatt.com/en-US/hotel/morocco/hyatt-regency-casablanca/casab,https://maps.google.com/?cid=779925474048394070,3.2,133,,,[],google_places,ChIJw3Veu4TSpw0RVsPuHxba0go,"['establishment', 'night_club', 'point_of_interest']"
White dream,white-dream-casablanca-f16fd07d66,NIGHTCLUB,Casablanca,"5 Rue De La Mer Adriatique, Casablanca, Morocco",33.59610869999999,-7.672539099999999,+212 6 20 14 15 16,,https://maps.google.com/?cid=11504513461606323084,3.4,181,,,[],google_places,ChIJHeBGPwzTpw0RjJO-MAo-qJ8,"['establishment', 'night_club', 'point_of_interest']"
Cafe Bar Night Club Don Quichotte,cafe-bar-night-club-don-quichotte-casablanca-135febdfd9,NIGHTCLUB,Casablanca,"44 place de, Pl. des Nations Unies, Casablanca 20000, Morocco",33.596787,-7.616801999999999,+212 5 22 22 89 28,,https://maps.google.com/?cid=13505914436083303716,3.9,134,,,[],google_places,ChIJl1r8q4PSpw0RJMWQSZ-lbrs,"['cafe', 'establishment', 'food', 'night_club', 'point_of_interest', 'store']"
The Last By Salsero,the-last-by-salsero-casablanca-7aae5e586a,NIGHTCLUB,Casablanca,"Imm Riad 3, Angle Rue abdelkrim Diouri Et Rue Ibn batouta، Dar-el-Beida 20070, Morocco",33.5921273,-7.6134253,+212 5 22 45 14 51,,https://maps.google.com/?cid=3452485815824692637,4.0,54,,,[],google_places,ChIJE4IPsJ3Spw0RnTVOtI6x6S8,"['bar', 'establishment', 'night_club', 'point_of_interest']"
Churchill Club,churchill-club-casablanca-183ea5eecf,NIGHTCLUB,Casablanca,"1 Bd Méditerranée, Casablanca, Morocco",33.5877778,-7.6752778,+212 5 22 79 72 80,,https://maps.google.com/?cid=2521687975378099986,4.3,234,,,[],google_places,ChIJe8evPxPTpw0REh_JZtrV_iI,"['establishment', 'food', 'point_of_interest', 'restaurant']"
Standard club,standard-club-casablanca-3b424b4235,NIGHTCLUB,Casablanca,"10 Bd de l'Océan Atlantique, Casablanca 20000, Morocco",33.5865602,-7.68664,+212 6 55 10 22 75,http://facebook.com/StandardClubCasa,https://maps.google.com/?cid=9304555810408700484,4.4,8,,,[],google_places,ChIJpbnEz_PTpw0RRBo1QDZsIIE,"['establishment', 'night_club', 'point_of_interest']"
DjaDja Afro Club,djadja-afro-club-casablanca-703f6ee850,NIGHTCLUB,Casablanca,"10 Bd de l'Océan Atlantique, Casablanca, Morocco",33.5865691,-7.686648399999999,+212 6 87 85 67 61,http://facebook.com/DjaDjaAfroClub,https://maps.google.com/?cid=11028204717827057586,3.8,229,1.0,,[],google_places,ChIJiQWctkbTpw0RsmdezMINDJk,"['establishment', 'night_club', 'point_of_interest']"
L'Eden Beach Club,l-eden-beach-club-casablanca-df77802460,NIGHTCLUB,Casablanca,"10 Bd de l'Océan Atlantique, Casablanca 20000, Morocco",33.5865691,-7.6866485,+212 6 28 88 88 38,,https://maps.google.com/?cid=8301038817843017031,3.9,410,,,[],google_places,ChIJtfxEOW_Tpw0RR_VC9NI2M3M,"['bar', 'establishment', 'food', 'night_club', 'point_of_interest', 'restaurant']"
Balcony 33 (Disco),balcony-33-disco-casablanca-1e5deb6339,NIGHTCLUB,Casablanca,"H8WF+8M9, Bd de la Corniche, Casablanca 20100, Morocco",33.5957777,-7.6757537,+212 5 22 79 72 05,,https://maps.google.com/?cid=17060597358088630786,3.8,224,,,[],google_places,ChIJX9oWdVbSpw0RAjLXAOhqw-w,"['establishment', 'night_club', 'point_of_interest']"
Club BSM,club-bsm-casablanca-7ab0ed44cf,NIGHTCLUB,Casablanca,"H9M5+P9J، Rue Abou Hayane Gharnati، Dar-el-Beida 20250, Morocco",33.584327,-7.641620999999999,,,https://maps.google.com/?cid=12157379801487165106,3.8,71,1.0,,[],google_places,ChIJX9HwSejSpw0RssYmU4Swt6g,"['bar', 'establishment', 'point_of_interest']"
Studio Club,studio-club-casablanca-b6c1dd6a63,NIGHTCLUB,Casablanca,"H8VF+P3R, Rue Mohyeddine Al Arabi, Casablanca, Morocco",33.5943573,-7.677362,,,https://maps.google.com/?cid=2144824447972746523,4.7,16,,,[],google_places,ChIJ6dCp2XLTpw0RGyX9vnjywx0,"['establishment', 'night_club', 'point_of_interest']"
Joker Club Casablanca,joker-club-casablanca-casablanca-c65236d54e,NIGHTCLUB,Casablanca,"91 Bd Driss Slaoui, Casablanca 20100, Morocco",33.6023639,-7.659694900000001,,,https://maps.google.com/?cid=14101427297787887236,2.5,26,,,[],google_places,ChIJIxDlFwDTpw0RhL6kLmpVssM,"['establishment', 'night_club', 'point_of_interest']"
Zen Thai Spa massage Casablanca hammam Casablanca,zen-thai-spa-massage-casablanca-hammam-casablanca-casablanca-9fd4c75fe4,SPA,Casablanca,"13 Rue Al Bouhtouri, Casablanca 20060, Morocco",33.5883132,-7.6318153,+212 5 22 27 28 82,http://zenthaispa.ma/,https://maps.google.com/?cid=16051051966929807753,4.3,428,,,[],google_places,ChIJHRhumJTSpw0RiakvyLjKwN4,"['establishment', 'point_of_interest', 'spa']"
Spa les Bulles Bleues,spa-les-bulles-bleues-casablanca-c763afffdd,SPA,Casablanca,"5 rue abdelkrim raiss, Casablanca 20000, Morocco",33.5667916,-7.628013200000001,+212 6 74 31 31 74,https://spalesbullesbleuescasablanca.ma/,https://maps.google.com/?cid=6507010370645825124,4.8,239,,,[],google_places,ChIJY5zlZq8tpg0RZJYg3HSLTVo,"['establishment', 'health', 'point_of_interest', 'spa']"
Spa Hammam Casablanca ZAHA - Hammam individuel - Massage asiatique,spa-hammam-casablanca-zaha-hammam-individuel-massage-asiatique-casablanca-240e156afe,SPA,Casablanca,"138 Bd. Moulay Youssef, Angle Rue de Tiznit, Casablanca 20200, Morocco",33.6040869,-7.6329869,+212 6 64 97 40 60,https://www.fresha.com/fr/book-now/armenia-qluat6u3/services?lid=1208172&pId=596705,https://maps.google.com/?cid=325567698395044989,4.8,144,,,[],google_places,ChIJQ29GVcrTpw0RfZwtxRimhAQ,"['beauty_salon', 'establishment', 'hair_care', 'health', 'point_of_interest', 'spa']"
Spa Shiatsu Massage Casablanca,spa-shiatsu-massage-casablanca-casablanca-ffe320507e,SPA,Casablanca,"7. Angle Rue Najib Mahfoud &, Place Ollier, Rue Taoufik Al Hakim, Casablanca 20300, Morocco",33.5906401,-7.634149900000001,+212 6 63 17 52 52,https://spashiatsucasablanca.ma/,https://maps.google.com/?cid=13787773149859844075,4.8,228,,,[],google_places,ChIJOxYyxOzSpw0R648QCaECWL8,"['establishment', 'health', 'point_of_interest', 'spa']"
"Yanis prestige - Spa, Hammam, Bien être casablanca",yanis-prestige-spa-hammam-bien-etre-casablanca-casablanca-0dd28264d7,SPA,Casablanca,"N° 23، Rue El Yassamine، Dar-el-Beida 20250, Morocco",33.5858968,-7.6191027,+212 5 22 29 39 25,https://yanisprestigespa.com/,https://maps.google.com/?cid=14986630407746662773,4.4,222,,,[],google_places,ChIJOafD2ZrTpw0RdbHOCfQ0-88,"['establishment', 'health', 'point_of_interest', 'spa']"
Ciel Spa Racine Casablanca,ciel-spa-racine-casablanca-casablanca-bb6f488838,SPA,Casablanca,"10 Rue La Fontaine, Casablanca 20250, Morocco",33.5913046,-7.6374272,+212 6 01 23 29 51,https://ciel-spa.ma/,https://maps.google.com/?cid=7523974855730079091,4.4,65,,,[],google_places,ChIJkYrpBnHTpw0RcyXDfkSHamg,"['establishment', 'point_of_interest', 'spa']"
Clin d'oeil SPA : Massage Casablanca / Hammam Casablanca / Spa Casablanca / Spa Massage Casablanca,clin-d-oeil-spa-massage-casablanca-hammam-casablanca-spa-casablanca-spa-massage-casablanca-casablanca-a9acf639d7,SPA,Casablanca,"Rue Jaâfar Ibnou Atia, Casablanca 20000, Morocco",33.59747,-7.642607499999999,+212 5 22 20 14 82,https://clindoeilspacasa.com/,https://maps.google.com/?cid=1133099249280291684,4.6,291,,,[],google_places,ChIJRxQgsMzTpw0RZBOdiMOTuQ8,"['establishment', 'point_of_interest', 'spa']"
Spa Diva Casablanca : Spa Casablanca Massage Casablanca & Hammam Casablanca,spa-diva-casablanca-spa-casablanca-massage-casablanca-hammam-casablanca-casablanca-6497cc0d55,SPA,Casablanca,"6, rue Abou al alaa El Maarai, Casablanca 20060, Morocco",33.5900994,-7.6315453,+212 5 20 12 87 34,https://spadivacasa.com/,https://maps.google.com/?cid=16970616677994370586,4.4,326,,,[],google_places,ChIJm7oqX7DTpw0RGpYsV_S9g-s,"['establishment', 'health', 'point_of_interest', 'spa']"
Le M Spa,le-m-spa-casablanca-811e0cd5e8,SPA,Casablanca,"7 Rue Al Jounaid، Dar-el-Beida, Morocco",33.5761207,-7.647958300000001,+212 6 03 35 11 18,https://lemspa.ma/,https://maps.google.com/?cid=1434099935684549499,4.9,123,,,[],google_places,ChIJpY6AmJzTpw0Re1vjFkvy5hM,"['beauty_salon', 'establishment', 'hair_care', 'health', 'point_of_interest', 'spa']"
MAGIC Spa By Hotel Unico : Massage Casablanca / Hammam Casablanca / Spa Casablanca / Spa Massage Casablanca,magic-spa-by-hotel-unico-massage-casablanca-hammam-casablanca-spa-casablanca-spa-massage-casablanca-casablanca-707cf5fe16,SPA,Casablanca,"5 Rue du Gabon, Casablanca 20000, Morocco",33.5927204,-7.634607,+212 6 30 97 76 84,https://magicspacasablanca.com/,https://maps.google.com/?cid=856142425016621823,4.6,208,,,[],google_places,ChIJMyeD-RXTpw0R_9pB4P-g4Qs,"['establishment', 'point_of_interest', 'spa']"
Glam House : massage Casablanca /hammam Casablanca / spa Casablanca / spa massage Casablanca / spa Maarif,glam-house-massage-casablanca-hammam-casablanca-spa-casablanca-spa-massage-casablanca-spa-maarif-casablanca-07ccb8fa04,SPA,Casablanca,"Quartier, 33 Rue Abou Ishak Oijjaj, Casablanca 20000, Morocco",33.583347,-7.639916800000001,+212 5 22 25 72 62,https://glamhousecasa.com/,https://maps.google.com/?cid=14375150335203979476,4.7,80,,,[],google_places,ChIJZ-rRKaXTpw0R1LCrKhHLfsc,"['beauty_salon', 'establishment', 'point_of_interest', 'spa']"
Istanbul Hammam & Spa: Hammam Casablanca / Massage Casablanca / Spa Casablanca / Spa Massage Casablanca,istanbul-hammam-spa-hammam-casablanca-massage-casablanca-spa-casablanca-spa-massage-casablanca-casablanca-5caf50e5f5,SPA,Casablanca,"155 Rue Ezzanbak، الدار البيضاء 20250, Morocco",33.566732,-7.654057,+212 6 61 14 23 19,https://hammamistanbul.com/,https://maps.google.com/?cid=2328654241310912121,3.9,318,,,[],google_places,ChIJt4TpF9bSpw0ReS4L2rEKUSA,"['establishment', 'health', 'point_of_interest', 'spa']"
Clin d'oeil Spa : Massage Casablanca / Hammam Casablanca / Spa Casablanca / Spa Massage Casablanca,clin-d-oeil-spa-massage-casablanca-hammam-casablanca-spa-casablanca-spa-massage-casablanca-casablanca-0e57a929e8,SPA,Casablanca,"10 Rue Jaâfar Ibnou Atia Quartier, Casablanca 20000, Morocco",33.5977592,-7.642682499999999,+212 5 22 20 14 82,https://clindoeilspacasa.com/,https://maps.google.com/?cid=5429391611835788862,4.7,150,,,[],google_places,ChIJn2KusrbTpw0RPi71oecSWUs,"['establishment', 'health', 'point_of_interest', 'spa']"
Spany Flor : Massage Casablanca / Hammam Casablanca / Spa Casablanca / Spa Massage Casablanca,spany-flor-massage-casablanca-hammam-casablanca-spa-casablanca-spa-massage-casablanca-casablanca-802093d50f,SPA,Casablanca,"3 ème étage, 165 Bd Abdelmoumen, Casablanca 20340, Morocco",33.5751855,-7.625391,+212 5 20 39 69 65,https://spanyflorcasa.com/,https://maps.google.com/?cid=13014607042166001218,4.7,139,,,[],google_places,ChIJjeCI-0rTpw0RQg6ahyYsnbQ,"['establishment', 'point_of_interest', 'spa']"
Wang Thai Spa,wang-thai-spa-casablanca-071409a35e,SPA,Casablanca,"rue Kadi lass - Maarif, et، Angle Rue Charif al Idrissi، Dar-el-Beida 20330, Morocco",33.5839551,-7.643461599999999,+212 5 22 25 75 41,http://www.wang-thai-casablanca.com/,https://maps.google.com/?cid=3020151109208390850,4.3,297,,,[],google_places,ChIJL63tDOjSpw0RwjxesG676Sk,"['establishment', 'point_of_interest', 'spa']"
Oxygène Expériences Hammam & Spa,oxygene-experiences-hammam-spa-casablanca-81c4136994,SPA,Casablanca,"18 Rue Al Mansour Al Abidi, Casablanca 20370, Morocco",33.5811136,-7.6404507,+212 5 22 98 85 66,https://oxygene-experiences.ma/,https://maps.google.com/?cid=15646316224703862323,4.0,436,,,[],google_places,ChIJe1FlNMLSpw0RM5bnaLXhItk,"['establishment', 'point_of_interest', 'spa']"
Efferv O Sens SPA (Spa pour femmes uniquement),efferv-o-sens-spa-spa-pour-femmes-uniquement-casablanca-319a1ff5b4,SPA,Casablanca,"4 Rue Jbel Abou Billal, Casablanca 20000, Morocco",33.59351,-7.6417373,+212 5 22 26 47 15,http://www.effervosens.ma/,https://maps.google.com/?cid=5431599674056092174,4.7,318,,,[],google_places,ChIJIe1a0e_Spw0RDqo9LiDrYEs,"['beauty_salon', 'establishment', 'hair_care', 'point_of_interest', 'spa']"
Arko Prestige Spa Casablanca / Hammam Casablanca / Massage casablanca,arko-prestige-spa-casablanca-hammam-casablanca-massage-casablanca-casablanca-f8de322eb1,SPA,Casablanca,"N°13, Rue Aïn Sidi Ali, Casablanca 20150, Morocco",33.5961203,-7.640274000000001,+212 5 22 47 29 49,https://massages-casablanca.com/arko-prestige/,https://maps.google.com/?cid=10245925327763455318,4.4,170,,,[],google_places,ChIJ1T8DUb3Tpw0RVr2E5MzWMI4,"['establishment', 'point_of_interest', 'spa']"
spa massage Casablanca,spa-massage-casablanca-casablanca-bf675e27fe,SPA,Casablanca,"122 Bd de Bourgogne, Casablanca 20250, Morocco",33.5984155,-7.642073300000001,+212 5 22 20 84 19,,https://maps.google.com/?cid=15799600457720330521,4.6,88,,,[],google_places,ChIJ44GDXsTTpw0RGfmEC-h0Q9s,"['establishment', 'point_of_interest', 'spa']"
Douce Brise Spa / Hammam Casablanca / Spa Casablanca / Spa Massage Casablanca / Spa Hammam Casablanca,douce-brise-spa-hammam-casablanca-spa-casablanca-spa-massage-casablanca-spa-hammam-casablanca-casablanca-7bd757f3a9,SPA,Casablanca,"RESIDENCE CELIA, 18 Rue Ibnou Katir, Casablanca 20370, Morocco",33.5745886,-7.6484659,+212 5 22 25 56 80,http://doucebrise-spa.com/,https://maps.google.com/?cid=3887117463067974400,4.7,146,,,[],google_places,ChIJF_FirhjTpw0RAFti4rzQ8TU,"['establishment', 'point_of_interest', 'spa']"
"Le Spa, Royal Mansour Casablanca",le-spa-royal-mansour-casablanca-casablanca-4ed3c1e0de,SPA,Casablanca,"27 Av. des FAR, Casablanca 20250, Morocco",33.5970169,-7.6143927,+212 5 29 90 04 00,https://www.royalmansour.com/casablanca/le-spa/,https://maps.google.com/?cid=13009711186532473999,0.0,0,,,[],google_places,ChIJC_aSSy_Tpw0Rj5yxT2XHi7Q,"['establishment', 'point_of_interest', 'spa']"
Nirvana Spa : Massage Casablanca / Hammam Casablanca / Spa Casablanca / Spa Massage Casablanca,nirvana-spa-massage-casablanca-hammam-casablanca-spa-casablanca-spa-massage-casablanca-casablanca-08b802cfdc,SPA,Casablanca,"23 Rue Arajâa، Dar-el-Beida 20000, Morocco",33.58241599999999,-7.633607,+212 5 22 23 49 98,https://spa-casablanca.com/,https://maps.google.com/?cid=13813515503666722499,3.5,76,,,[],google_places,ChIJs1NlDTzTpw0Rw_Zn1yl3s78,"['beauty_salon', 'establishment', 'health', 'point_of_interest', 'spa']"
Topkapi Hammams & Spa,topkapi-hammams-spa-casablanca-2250c0cbb6,SPA,Casablanca,"13 Rue El Kaïssi, Casablanca 20250, Morocco",33.592186,-7.643993699999999,+212 5 22 94 67 03,,https://maps.google.com/?cid=863834611690191281,3.6,318,,,[],google_places,ChIJI5jwYeXSpw0RsTl7pgD1_As,"['establishment', 'point_of_interest', 'spa']"
The SPA - Casablanca,the-spa-casablanca-casablanca-7d9c1dc398,SPA,Casablanca,"Rue Abou Mouataz El Falaki, Casablanca 20070, Morocco",33.585525,-7.632996700000001,+212 6 67 05 71 00,https://fourteenhotels.com/spa-de-luxe-casablanca/,https://maps.google.com/?cid=418758877732810683,4.2,12,,,[],google_places,ChIJ14IjlRLTpw0Ruy_OCfu6zwU,"['establishment', 'health', 'point_of_interest', 'spa']"
Instant spa,instant-spa-casablanca-e1dfbcf8ba,SPA,Casablanca,"Rue Stéphane Mallarmé, Casablanca 22000, Morocco",33.572484,-7.636939300000001,+212 5 22 25 29 49,,https://maps.google.com/?cid=4802611478651172160,4.9,24,,,[],google_places,ChIJN-naeYHTpw0RQHU3y7FNpkI,"['establishment', 'point_of_interest', 'spa']"
Restaurant Leopard Marrakech,restaurant-leopard-marrakech-marrakech-37fb3d0816,RESTAURANT,Marrakech,"Restaurant Leopard, Bd Mohamed VI, Marrakech 40000, Morocco",31.6201363,-8.0098626,+212 6 25 56 65 66,https://leopardmarrakech.com/,https://maps.google.com/?cid=7499640119027014533,4.8,3511,,,[],google_places,ChIJjTVS9hXvrw0RhZvfFfQSFGg,"['establishment', 'food', 'point_of_interest', 'restaurant']"
Dar Cherifa,dar-cherifa-marrakech-15abd16211,RESTAURANT,Marrakech,"8 Derb Chorfa Lakbir، مراكش 40000, Morocco",31.6292171,-7.9900536,+212 5 24 42 65 50,https://marrakech-riads.com/restaurant-dar-cherifa/,https://maps.google.com/?cid=11260425291208752391,4.5,2377,2.0,,[],google_places,ChIJR5VEJmjurw0RB31SXiQRRZw,"['establishment', 'food', 'point_of_interest', 'restaurant']"
Le Bistro Arabe - Moroccan Jazz Restaurant in Marrakech,le-bistro-arabe-moroccan-jazz-restaurant-in-marrakech-marrakech-2f126caa29,RESTAURANT,Marrakech,"7/8, Riad Zitoun Lakdim, Marrakech 40000, Morocco",31.6244797,-7.987034599999999,+212 5 24 42 96 46,https://www.riad-monceau.com/le-bistro-arabe/,https://maps.google.com/?cid=9866616092924858481,4.8,13144,4.0,,[],google_places,ChIJS0OJ5kPurw0RcVDwmQ9D7Yg,"['bar', 'establishment', 'food', 'night_club', 'point_of_interest', 'restaurant']"
Le Jardin Restaurant Marrakech Medina,le-jardin-restaurant-marrakech-medina-marrakech-60f09926d9,CAFE,Marrakech,"32 Souk Jeld Sidi Abdelaziz, Marrakesh 40000, Morocco",31.6320938,-7.9888219,+212 5 24 37 82 95,https://lejardinmarrakech.com/,https://maps.google.com/?cid=537035923266917660,4.2,5731,2.0,,[],google_places,ChIJ_1XbVGjurw0RHNXyrVPvcwc,"['cafe', 'establishment', 'food', 'point_of_interest', 'restaurant']"
Cafe Restaurant Dar L'hssira,cafe-restaurant-dar-l-hssira-marrakech-2bd142a950,RESTAURANT,Marrakech,"13 Rue Riad Zitoun el Jdid, Marrakesh 40040, Morocco",31.6228815,-7.985123199999999,+212 6 00 75 68 45,https://www.tripadvisor.fr/Restaurant_Review-g293734-d15286316-Reviews-Cafe_Restaurant_Dar_L_hssir-Marrakech_Marrakech_Safi.html,https://maps.google.com/?cid=11334533580595191476,4.7,2712,1.0,,[],google_places,ChIJqarx3LXvrw0RtN4cFj1aTJ0,"['establishment', 'food', 'point_of_interest', 'restaurant']"
Naranj Libanese,naranj-libanese-marrakech-59ee2f4c11,RESTAURANT,Marrakech,"84 Rue Riad Zitoun el Jdid, Marrakesh 40000, Morocco",31.6246095,-7.9851703,+212 5 24 38 68 05,https://naranj.ma/fr/,https://maps.google.com/?cid=11893477790521790,4.7,4549,2.0,,[],google_places,ChIJ-6gKy0burw0RvhnZFg5BKgA,"['establishment', 'food', 'point_of_interest', 'restaurant']"
Restaurant Le Grand Bazar Marrakech,restaurant-le-grand-bazar-marrakech-marrakech-66ad9ab7ac,RESTAURANT,Marrakech,"Place Jemaa El Fna, Marrakech 40000, Morocco",31.6268964,-7.986875700000001,+212 6 82 54 25 13,https://legrandbazarmarrakech.com/,https://maps.google.com/?cid=1048671783082590775,4.7,5643,2.0,,[],google_places,ChIJC_IBIWnvrw0RNwKdPG6hjQ4,"['establishment', 'food', 'point_of_interest', 'restaurant']"
Le Slimana Restaurant & Rooftop,le-slimana-restaurant-rooftop-marrakech-ed6fe22065,RESTAURANT,Marrakech,"53 Kaat Benahid, Marrakesh 40000, Morocco",31.6310246,-7.985441799999999,+212 5 24 42 91 69,https://www.leslimana.com/,https://maps.google.com/?cid=769399143695530638,4.8,6456,2.0,,[],google_places,ChIJW8r3YvXvrw0Rjjp22nF0rQo,"['bar', 'establishment', 'food', 'point_of_interest', 'restaurant']"
La Pergola & Le bistro Arabe,la-pergola-le-bistro-arabe-marrakech-312f5e3468,BAR,Marrakech,"7, 8 Riad Zitoun Lakdim, Marrakech 40000, Morocco",31.6244771,-7.9870135,+212 5 24 42 96 46,https://www.riad-monceau.com/la-pergola/,https://maps.google.com/?cid=4623439308259192419,4.8,33597,2.0,,[],google_places,ChIJ3Ws8F2fvrw0RY-5dCY7BKUA,"['bar', 'establishment', 'food', 'night_club', 'point_of_interest', 'restaurant']"
Fluffy,fluffy-marrakech-fea66b7a3c,CAFE,Marrakech,"Au 1er étage du médina mall, arsat maach, 91 hommane fetouaki, Marrakech 40000, Morocco",31.6204634,-7.986485200000001,+212 6 60 23 24 05,https://web.openflow.pro/65f978f0da540146afaddc6a,https://maps.google.com/?cid=13926739984550914034,4.6,689,,,[],google_places,ChIJY5Ys9T3vrw0R8udimjq4RcE,"['establishment', 'food', 'point_of_interest', 'restaurant']"
Dar Essalam,dar-essalam-marrakech-75a6aa68c0,RESTAURANT,Marrakech,"170 Riad Zitoun Kedim, Marrakech 40000, Morocco",31.6223491,-7.9864004,+212 6 61 55 76 91,https://book.eatnow.ma/dar-essalam,https://maps.google.com/?cid=5791456983246198824,4.6,5790,2.0,,[],google_places,ChIJSxvT-grurw0RKFhYGnFjX1A,"['establishment', 'food', 'point_of_interest', 'restaurant']"
MK ROOFTOP Marrakech - FOOD & COCKTAILS,mk-rooftop-marrakech-food-cocktails-marrakech-b9852f2396,BAR,Marrakech,"14 derb sebaai,quartier, Souk Laksour, Marrakech 40000, Morocco",31.6274191,-7.992190399999998,+212 7 02 08 45 55,https://rooftop-mk.com/,https://maps.google.com/?cid=9355773851793148265,4.6,6728,,,[],google_places,ChIJ3UOquODvrw0RackEy79i1oE,"['bar', 'establishment', 'food', 'point_of_interest', 'restaurant']"
L'Ô à la Bouche,l-o-a-la-bouche-marrakech-598865d981,RESTAURANT,Marrakech,"4 Rue Badr, Marrakesh 44000, Morocco",31.6324467,-8.0064476,+212 6 66 38 31 33,http://www.loalabouche.ma/,https://maps.google.com/?cid=18221975137146677099,4.7,998,2.0,,[],google_places,ChIJLZA596Lvrw0Ra6eg09d14fw,"['establishment', 'food', 'point_of_interest', 'restaurant']"
Kissko,kissko-marrakech-987ccb21c8,RESTAURANT,Marrakech,"Av. El Kadissia, Marrakech 40020, Morocco",31.6231339,-8.0040621,+212 7 68 18 86 71,http://kissko.ma/,https://maps.google.com/?cid=1539174591655334697,4.9,1453,,,[],google_places,ChIJU3PdHoDvrw0RKVPs3iI_XBU,"['establishment', 'food', 'point_of_interest', 'restaurant']"
